name,institution,course_url,course_id,avg_rating,n_reviews,popularity_score,popularity_norm
Arts and Heritage Management,Università Bocconi,https://www.coursera.org/learn/arts-heritage,arts-heritage,4.793478260869565,552.0,30.272531289905977,0.599393456467376
Equine Welfare and Management,"University of California, Davis",https://www.coursera.org/learn/equine,equine,4.949367088607595,158.0,25.08786763377355,0.49673757217050485
Introduction to Web Development,"University of California, Davis",https://www.coursera.org/learn/web-development,web-development,4.6602634467618005,1822.0,34.990370711194586,0.6928062619808394
Engineering Project Management: Initiating and Planning,Rice University,https://www.coursera.org/learn/initiating-planning,initiating-planning,4.795234549516009,1343.0,34.542019028872026,0.6839289381123234
Kotlin for Java Developers,JetBrains,https://www.coursera.org/learn/kotlin-for-java-developers,kotlin-for-java-developers,4.5473251028806585,729.0,29.98071691451602,0.593615557505548
Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,https://www.coursera.org/learn/multivariate-calculus-machine-learning,multivariate-calculus-machine-learning,4.716243654822335,1970.0,35.77882182221113,0.70841752461897
Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,https://www.coursera.org/learn/aprendiendo-programar-python,aprendiendo-programar-python,4.225369458128079,2436.0,32.95164112929567,0.65243959560616
Modernizing Data Lakes and Data Warehouses with GCP,Google Cloud,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp,data-lakes-data-warehouses-gcp,4.644549763033176,633.0,29.966862442409862,0.593341240176623
Financial Acumen for Non-Financial Managers,University of Pennsylvania,https://www.coursera.org/learn/finance-healthcare-managers,finance-healthcare-managers,4.072463768115942,207.0,21.73693044052276,0.43038931052588314
Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,https://www.coursera.org/learn/python-statistics-financial-analysis,python-statistics-financial-analysis,4.363636363636363,1177.0,30.85777468019577,0.610981224111288
Autodesk Certified Professional: Revit for Architectural Design Exam Prep,Autodesk,https://www.coursera.org/learn/autodesk-revit-architectural-design,autodesk-revit-architectural-design,4.7735191637630665,287.0,27.032250375561837,0.5352361794106797
"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,https://www.coursera.org/learn/leading-for-equity-diversity-inclusion,leading-for-equity-diversity-inclusion,4.78125,96.0,21.872836865969298,0.4330802457940445
Digital Media and Marketing Strategies,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/marketing-plan,marketing-plan,,,0.0,0.0
Budgeting and Scheduling Projects,"University of California, Irvine",https://www.coursera.org/learn/schedule-projects,schedule-projects,4.753946861763573,2597.0,37.37789387639904,0.740079010621618
Machine Learning for Business Professionals,Google Cloud,https://www.coursera.org/learn/machine-learning-business-professionals,machine-learning-business-professionals,4.576555023923445,2508.0,35.82362309138509,0.7093045858074495
Introduction to Accounting Data Analytics and Visualization,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/intro-accounting-data-analytics-visual,intro-accounting-data-analytics-visual,4.883720930232558,129.0,23.77167987431796,0.47067717031824247
Financing and Investing in Infrastructure,Università Bocconi,https://www.coursera.org/learn/infrastructure-investing,infrastructure-investing,4.8359375,1024.0,33.52488472565143,0.6637897683857993
Global Environmental Management,Technical University of Denmark (DTU),https://www.coursera.org/learn/global-environmental-management,global-environmental-management,4.677290836653387,753.0,30.988887012116894,0.6135772367493822
Operations Analytics,University of Pennsylvania,https://www.coursera.org/learn/wharton-operations-analytics,wharton-operations-analytics,4.6824324324324325,2368.0,36.38354513839215,0.7203909930818804
